ID;Prix;IDsupermarket;is_available
57284;6.35;1;1
3441;4.97;1;1
11561;2.24;1;1
110857;2.75;1;1
58205;1.13;1;1
58202;1.13;1;1
58201;1.16;1;1
58203;1.35;1;1
68433;2.29;1;1
187961;3.15;1;1
187960;4.15;1;1
196742;3.32;1;1
196743;3.19;1;0
3193;2.03;1;1
36844;1.43;1;1
46703;2.99;1;1
68913;3.75;1;1
54422;5.98;1;1
53600;2.16;1;1
53067;1.55;1;1
203310;4.49;1;1
203062;5.01;1;1
203059;3.5;1;1
203057;3.49;1;1
203053;9.99;1;1
203049;3.99;1;1
200774;5.99;1;1
199646;4.49;1;1
199598;4.49;1;0
165037;5.99;1;1
165038;5.99;1;1
110590;3.64;1;1
30821;3.01;1;1
30820;3.05;1;1
24435;2.64;1;1
98703;9.19;1;1
178985;7.99;1;1
186945;4.29;1;1
178987;4.99;1;1
85442;10.59;1;1
14788;3.31;1;1
33397;2.99;1;1
54300;1.53;1;1
54299;1.52;1;1
68449;2.31;1;1
198974;2.39;1;1
198959;1.35;1;1
186965;4.9;1;1
186944;4.48;1;1
203063;1.93;1;1
41473;1.18;1;1
165656;7.99;1;1
165040;7.5;1;1
165041;7.99;1;1
55887;2.59;1;1
55275;2.59;1;1
165042;7.99;1;1
109584;3.69;1;1
109586;3.38;1;1
18408;1.99;1;1
10244;3.48;1;0
12362;3.49;1;1
12363;3.76;1;1
18953;2.64;1;1
109441;2.21;1;1
4262;2.67;1;1
43778;1.03;1;1
12471;1.6;1;1
12521;2.25;1;0
12384;2.39;1;0
33917;2.15;1;1
104888;0.98;1;1
52;1.54;1;1
20612;1.92;1;1
162784;5.49;1;1
82249;1.82;1;1
97045;3.59;1;1
82251;3.15;1;1
82250;2.47;1;1
104605;3.21;1;1
114023;4.77;1;1
4852;3.34;1;1
126478;2.13;1;1
40412;2.09;1;1
161102;3.21;1;1
63079;3.43;1;1
44273;2.56;1;1
43341;2.1;1;0
43321;3.18;1;1
129451;2.12;1;1
90021;2.33;1;1
183172;2.33;1;1
183173;2.0;1;1
44285;2.31;1;1
13342;3.08;1;1
26808;3.11;1;1
10703;3.3;1;1
123883;2.94;1;1
82257;2.52;1;1
59;1.21;1;1
20648;1.25;1;1
31101;1.16;1;0
10091;1.16;1;0
58;1.17;1;1
48254;2.07;1;1
47648;1.75;1;0
19263;1.92;1;1
48253;2.12;1;1
59680;2.26;1;1
130755;2.16;1;0
63009;1.49;1;1
14085;3.55;1;1
7868;0.99;1;1
3415;2.7;1;1
54;1.29;1;1
3273;1.97;1;1
5373;1.22;1;0
8477;1.4;1;1
55436;2.42;1;1
10699;2.28;1;1
47675;1.47;1;1
10697;2.79;1;1
104889;2.13;1;1
59688;2.4;1;1
62007;1.5;1;1
82266;1.52;1;1
150713;5.4;1;1
15646;4.74;1;1
37405;2.39;1;0
1895;1.99;1;1
90534;3.18;1;1
96756;8.24;1;1
13682;1.71;1;1
13681;2.83;1;1
11034;2.36;1;1
67;1.61;1;1
1897;1.83;1;1
4630;2.09;1;1
69432;4.15;1;1
8987;2.13;1;1
5546;2.24;1;1
48900;3.36;1;0
20075;3.66;1;1
54396;2.37;1;1
55439;2.19;1;0
55442;2.19;1;1
53606;2.19;1;1
101476;2.8;1;1
145056;10.43;1;1
159618;6.14;1;0
7889;3.41;1;1
22660;1.89;1;1
111749;2.95;1;1
130931;2.4;1;1
130939;2.39;1;1
7455;1.96;1;1
5526;1.39;1;1
5046;3.09;1;1
2684;3.25;1;1
148137;3.69;1;1
125634;3.81;1;0
22589;3.45;1;1
6589;3.13;1;1
13589;3.13;1;0
159203;2.55;1;1
8798;4.14;1;1
152548;2.45;1;1
794;2.55;1;1
21693;3.42;1;1
14260;3.48;1;1
125566;5.25;1;0
125876;4.6;1;0
14280;4.33;1;1
7887;3.45;1;1
44309;2.89;1;1
52114;1.87;1;0
8687;3.38;1;1
114890;4.58;1;1
156348;3.5;1;1
51353;2.95;1;0
63990;1.7;1;1
47794;3.94;1;1
12259;3.39;1;1
156354;4.5;1;1
22654;8.56;1;0
88007;2.84;1;1
88006;3.16;1;1
34658;2.21;1;1
81352;3.34;1;1
3376;2.65;1;1
66555;3.06;1;1
105156;8.74;1;1
23040;6.8;1;1
87339;4.16;1;1
28216;3.31;1;1
105145;9.01;1;1
115644;13.66;1;1
99861;5.79;1;1
62152;5.1;1;0
184568;3.99;1;1
52773;4.67;1;1
45265;3.14;1;0
14680;4.28;1;0
152609;6.11;1;1
39562;3.05;1;1
34174;2.65;1;1
180428;3.29;1;1
42566;3.19;1;1
90667;3.84;1;1
152519;3.1;1;1
122336;2.26;1;0
152517;2.05;1;0
54612;2.46;1;1
90666;3.16;1;1
122172;2.1;1;1
122334;3.28;1;1
56547;1.66;1;1
30641;2.49;1;1
33919;0.99;1;1
86670;3.44;1;0
19203;1.95;1;0
19204;1.85;1;1
86996;3.29;1;1
33309;0.91;1;1
3617;0.91;1;1
31526;0.98;1;1
54493;1.05;1;1
68989;2.85;1;1
58628;1.29;1;1
58629;1.38;1;1
103318;1.71;1;1
45223;2.89;1;1
45222;2.65;1;1
39767;2.25;1;1
45225;2.81;1;1
16153;1.89;1;0
42567;6.63;1;1
16493;3.51;1;1
90673;3.13;1;1
59025;3.78;1;0
179967;6.39;1;1
86409;6.58;1;1
22689;2.05;1;0
22690;2.05;1;1
14084;2.05;1;1
86416;2.7;1;1
116584;2.82;1;1
75348;2.84;1;1
90055;3.22;1;1
7572;3.21;1;1
19455;3.38;1;0
88339;6.75;1;0
42799;2.77;1;1
103302;4.49;1;1
36707;3.5;1;1
61641;4.99;1;1
45275;6.11;1;0
42981;1.72;1;0
42980;1.63;1;1
13643;1.99;1;1
19208;1.99;1;1
15058;1.8;1;1
15060;1.79;1;1
6076;1.72;1;1
19653;1.53;1;1
6066;1.09;1;1
71647;1.91;1;1
32631;1.38;1;1
28229;1.87;1;1
19207;0.95;1;1
46166;3.66;1;1
36651;1.95;1;1
36650;1.79;1;1
101680;1.99;1;1
122092;1.74;1;0
71642;2.99;1;1
16154;1.94;1;0
6077;1.87;1;1
14688;2.46;1;0
8559;2.22;1;0
45205;3.03;1;1
45207;3.64;1;1
45227;3.78;1;1
46045;2.42;1;1
45138;0.97;1;1
187304;1.61;1;1
186909;1.56;1;0
45229;1.96;1;1
156598;2.25;1;0
203597;2.99;1;1
203602;2.79;1;1
203603;2.79;1;1
179968;2.09;1;1
117242;2.26;1;0
112070;1.25;1;1
10073;1.5;1;1
28227;1.45;1;1
60693;2.7;1;1
14694;2.53;1;1
8566;1.05;1;1
100485;1.21;1;1
68840;2.69;1;1
58139;1.74;1;1
58138;1.92;1;1
45185;2.3;1;1
101552;2.49;1;1
31073;2.16;1;1
85389;2.58;1;1
14693;2.12;1;1
14690;2.19;1;1
45171;2.19;1;1
182497;2.45;1;1
100703;1.78;1;1
137060;1.85;1;1
136598;5.12;1;1
76869;5.79;1;1
121276;2.29;1;1
20244;5.79;1;0
129091;2.44;1;1
108180;6.99;1;1
68882;2.9;1;1
68867;2.12;1;1
20267;2.12;1;1
20605;1.53;1;1
121236;3.43;1;1
62727;2.09;1;1
62726;2.15;1;1
166601;3.86;1;1
166602;3.98;1;1
59027;2.53;1;1
35027;2.53;1;0
7601;2.53;1;0
71460;0.99;1;0
71455;1.5;1;1
71457;3.99;1;1
31976;2.41;1;1
33979;1.97;1;1
71462;2.51;1;1
33306;1.66;1;1
25790;2.05;1;1
163910;3.16;1;1
106598;3.93;1;1
14706;1.71;1;1
120869;2.82;1;1
109555;0.75;1;1
13321;1.25;1;1
35972;1.9;1;1
110764;5.5;1;1
130707;1.4;1;1
18571;1.26;1;1
18556;1.2;1;1
30869;0.99;1;1
50057;2.5;1;1
165047;7.6;1;1
121621;1.39;1;1
121617;1.39;1;1
121612;1.39;1;1
121598;1.39;1;1
121583;1.39;1;1
121579;1.39;1;1
121588;1.39;1;1
121585;1.39;1;1
121622;1.1;1;1
121619;1.1;1;1
121615;1.1;1;1
121605;1.1;1;1
121620;0.85;1;1
121616;0.85;1;1
121613;0.85;1;1
121580;0.85;1;1
6915;1.65;1;1
55642;7.99;1;1
1665;6.1;1;1
1666;5.1;1;1
13613;4.69;1;1
30830;1.79;1;1
1657;1.99;1;1
1656;2.15;1;1
1654;1.5;1;1
1655;2.5;1;1
2164;2.2;1;1
13300;1.3;1;1
31013;2.2;1;1
14827;1.19;1;1
127717;1.19;1;1
13371;0.7;1;1
4497;0.5;1;1
67564;4.08;1;0
15499;2.9;1;1
1658;1.75;1;1
4496;1.75;1;1
13364;1.45;1;1
32152;1.6;1;1
13308;3.3;1;1
80170;2.8;1;1
4511;1.59;1;1
8891;4.17;1;1
3989;0.93;1;1
657;0.78;1;1
12464;0.47;1;1
12453;0.84;1;1
16553;0.48;1;1
123424;1.92;1;1
98443;7.71;1;1
55573;1.36;1;0
38948;3.32;1;1
156135;6.98;1;1
156067;3.66;1;0
128887;5.36;1;1
90194;3.85;1;0
109892;1.75;1;0
156022;3.62;1;1
123422;1.61;1;0
100673;4.51;1;1
62226;1.17;1;0
133748;5.08;1;1
153192;6.1;1;1
155795;3.35;1;1
184905;0.97;1;1
90196;3.65;1;1
55571;1.18;1;1
62246;1.23;1;1
85766;2.71;1;0
62251;1.24;1;0
85767;2.59;1;0
595;2.75;1;1
20720;3.74;1;1
592;2.04;1;1
6446;2.9;1;0
596;2.65;1;1
593;2.43;1;1
14447;2.88;1;1
591;1.71;1;1
39857;3.35;1;1
39856;2.77;1;1
20496;3.13;1;1
1975;1.85;1;1
3316;2.31;1;0
14451;2.28;1;1
6520;1.65;1;1
19023;1.85;1;1
49881;2.45;1;1
41912;3.55;1;0
182402;2.31;1;1
182180;2.31;1;1
113849;2.69;1;0
180556;2.1;1;1
182181;2.24;1;1
67378;1.74;1;0
207042;5.34;1;1
123387;2.57;1;1
206143;3.66;1;1
206142;3.72;1;1
206140;3.7;1;1
206139;3.75;1;1
42853;2.79;1;1
206147;2.95;1;1
206144;2.88;1;1
102630;4.42;1;1
39616;3.16;1;0
117225;3.05;1;1
39617;2.85;1;0
117235;3.16;1;1
48029;3.2;1;1
60842;2.57;1;1
25627;3.05;1;1
48310;2.47;1;1
3570;2.24;1;1
48311;2.8;1;1
25615;2.89;1;1
14452;1.47;1;1
177481;2.58;1;1
177479;2.49;1;1
177474;2.56;1;1
1984;1.49;1;1
3311;1.19;1;1
37842;1.24;1;0
37261;1.12;1;1
37262;1.47;1;0
37260;0.99;1;1
88418;0.89;1;1
88414;0.89;1;1
689;2.44;1;0
16558;1.02;1;1
108724;1.37;1;1
108723;1.28;1;1
92782;1.62;1;0
98875;1.8;1;0
5095;1.33;1;0
32550;1.63;1;0
64668;3.0;1;0
64816;1.69;1;0
25579;3.23;1;0
60970;1.77;1;0
38054;1.85;1;0
178144;1.83;1;0
178346;2.05;1;1
178163;1.83;1;0
161126;1.79;1;1
159903;1.39;1;1
159448;1.35;1;1
161914;1.59;1;1
161130;1.82;1;1
155900;2.88;1;1
52594;1.51;1;1
185822;0.85;1;1
185821;0.85;1;1
111700;1.35;1;1
49997;3.14;1;1
57275;1.53;1;0
182179;1.87;1;0
110979;4.12;1;0
25527;2.15;1;1
41556;2.16;1;1
15807;2.22;1;1
14626;2.12;1;1
15181;2.14;1;1
80305;6.41;1;0
63762;3.49;1;1
63768;3.69;1;1
25593;3.27;1;0
34006;3.53;1;0
123437;2.72;1;1
123436;2.72;1;1
62455;1.85;1;0
119392;1.66;1;0
39418;2.07;1;1
25614;2.15;1;1
79971;2.04;1;1
14293;2.95;1;1
14292;1.05;1;0
35185;1.2;1;0
44081;1.2;1;0
44082;1.2;1;0
102102;1.2;1;0
30150;1.2;1;0
682;1.0;1;1
33301;1.24;1;1
50734;0.74;1;0
51089;1.58;1;1
111701;1.35;1;1
25541;3.79;1;1
180552;5.03;1;1
25540;3.79;1;1
62571;1.59;1;1
1983;1.79;1;0
10061;3.58;1;0
62554;2.15;1;1
39293;6.41;1;0
40417;3.05;1;1
49956;1.79;1;1
48646;3.25;1;0
62083;1.6;1;1
63797;3.85;1;1
80306;6.28;1;0
63798;3.62;1;1
204718;1.78;1;0
204717;1.84;1;1
25554;1.85;1;1
41551;1.85;1;1
63794;3.42;1;1
179531;1.41;1;1
156021;3.03;1;1
179533;1.67;1;0
76687;1.95;1;1
151066;2.02;1;1
151065;1.87;1;1
2078;2.48;1;1
2087;2.91;1;1
52122;0.59;1;0
49954;3.92;1;1
669;2.95;1;1
16550;0.37;1;1
17112;0.91;1;1
62252;1.15;1;0
35045;1.43;1;1
179645;1.24;1;0
25575;3.01;1;0
25576;2.21;1;1
126570;1.16;1;1
5342;1.99;1;1
668;2.29;1;1
49883;0.79;1;1
25552;3.93;1;1
204719;1.9;1;1
63795;4.04;1;1
24870;5.16;1;0
25550;1.85;1;1
123434;3.78;1;1
74291;1.89;1;1
22515;2.94;1;1
35183;4.42;1;1
35182;1.14;1;1
129162;1.65;1;1
4412;1.01;1;1
166740;1.36;1;1
166737;1.65;1;1
166739;1.58;1;1
166738;1.58;1;1
63528;1.1;1;1
114486;3.01;1;1
182952;1.12;1;1
182104;4.44;1;1
14625;1.04;1;1
2613;6.0;1;1
8974;8.04;1;0
2760;7.38;1;1
32144;0.87;1;0
8745;7.14;1;1
23967;5.22;1;1
129602;3.86;1;1
130357;9.54;1;1
76599;7.25;1;0
2750;5.94;1;1
29861;1.94;1;1
2224;2.66;1;1
82440;2.73;1;1
109457;2.65;1;1
109455;2.81;1;1
24363;1.8;1;0
158352;1.43;1;1
183857;4.49;1;1
132447;2.44;1;1
158181;1.66;1;1
158329;1.66;1;1
163024;3.41;1;1
62677;4.99;1;1
62678;4.99;1;1
62676;4.99;1;1
84253;4.99;1;1
159723;4.99;1;1
159722;4.99;1;1
201957;3.97;1;1
201956;2.0;1;1
201954;3.97;1;1
201953;2.0;1;1
201950;1.99;1;1
201949;2.0;1;1
201948;4.29;1;1
201947;3.97;1;1
201946;4.27;1;1
184005;4.5;1;1
101132;1.92;1;1
105069;1.92;1;1
105070;1.92;1;1
71164;1.79;1;1
90182;1.72;1;1
78953;1.39;1;1
123602;2.01;1;0
50609;2.95;1;1
15034;1.25;1;1
2302;2.48;1;1
113262;2.68;1;1
119805;2.68;1;1
115286;2.68;1;1
180803;6.9;1;1
180800;4.36;1;1
181742;4.36;1;1
168358;9.7;1;1
168367;5.69;1;1
15036;4.49;1;1
110846;4.87;1;1
110845;5.28;1;1
33792;2.28;1;1
90736;3.22;1;1
91605;4.71;1;1
148103;4.71;1;1
133073;6.25;1;1
52388;5.21;1;1
52389;5.21;1;1
52392;5.21;1;1
119337;5.21;1;1
112126;6.25;1;1
50599;4.98;1;1
50600;4.98;1;1
84266;5.18;1;1
84249;4.71;1;1
91603;4.71;1;1
183251;4.08;1;1
102022;9.99;1;1
116179;3.32;1;1
115284;6.12;1;1
115287;6.36;1;1
183558;7.78;1;1
183555;7.75;1;1
112503;6.6;1;1
90777;6.0;1;0
152365;7.26;1;1
183512;4.96;1;1
115155;2.95;1;1
120686;8.03;1;1
50604;6.48;1;1
95586;6.48;1;1
106750;6.48;1;1
52391;6.48;1;1
32970;1.77;1;1
118177;2.01;1;1
33849;1.75;1;1
117238;1.75;1;1
181760;4.26;1;1
181761;4.15;1;1
181751;4.15;1;1
79319;4.38;1;1
79323;4.38;1;1
106768;4.38;1;1
79322;4.38;1;1
102035;4.38;1;1
130587;4.49;1;1
130571;4.49;1;1
111916;2.41;1;1
90763;2.41;1;1
183915;2.41;1;1
178633;2.52;1;1
178616;2.7;1;1
113264;2.58;1;1
113263;2.58;1;1
113265;2.53;1;1
79311;4.4;1;1
178627;2.74;1;1
178590;2.74;1;1
130575;5.46;1;1
178623;3.91;1;1
132643;2.24;1;1
110849;1.99;1;1
55102;1.61;1;1
50596;2.54;1;1
95584;2.01;1;1
84247;2.0;1;1
106770;1.98;1;1
99760;9.69;1;1
1105;0.99;1;0
174881;1.68;1;1
137971;2.24;1;0
1106;0.99;1;1
6249;1.65;1;0
5271;1.18;1;1
6254;1.18;1;1
25811;1.95;1;1
69705;1.83;1;1
25035;1.89;1;1
174887;2.1;1;0
25742;1.64;1;1
5028;2.21;1;1
20777;3.99;1;0
11478;3.45;1;0
1109;1.38;1;0
1108;1.39;1;1
1107;0.95;1;1
20776;2.75;1;1
25630;2.3;1;1
20455;1.66;1;1
45536;1.97;1;1
114406;1.69;1;1
69803;2.05;1;1
31455;2.93;1;0
31779;3.14;1;1
31456;2.98;1;1
33503;3.67;1;0
5289;1.69;1;1
66985;2.2;1;0
58218;2.89;1;1
152008;3.59;1;1
1116;1.85;1;1
150799;1.95;1;0
150788;1.92;1;0
150793;4.19;1;1
150795;2.46;1;1
150798;1.95;1;0
151358;1.95;1;0
3925;3.95;1;0
3923;5.73;1;1
56738;3.24;1;0
25744;1.79;1;1
50106;1.79;1;1
163954;3.55;1;1
162403;2.79;1;1
65426;4.39;1;1
41161;2.45;1;1
48203;3.0;1;1
7557;2.39;1;0
7556;2.0;1;1
39140;1.69;1;1
42041;2.04;1;1
124696;2.25;1;1
96970;3.2;1;1
5579;4.0;1;0
5873;2.42;1;1
12928;2.2;1;1
5859;2.62;1;1
65926;3.48;1;0
14111;1.59;1;1
40006;2.85;1;0
19715;1.39;1;0
40017;2.79;1;1
47926;3.05;1;0
86788;2.19;1;1
12243;1.98;1;1
109418;1.75;1;1
180065;2.06;1;1
5816;2.35;1;1
40027;2.93;1;1
40010;1.24;1;0
12242;2.0;1;1
180069;1.89;1;1
1167;2.79;1;1
28970;4.17;1;1
5619;2.79;1;1
18245;1.45;1;1
81383;2.11;1;1
34841;1.87;1;1
1163;1.05;1;1
47927;1.99;1;0
59730;1.39;1;1
5627;4.17;1;0
52131;2.75;1;1
5850;2.7;1;1
143812;3.88;1;1
110154;3.3;1;1
20699;2.4;1;1
8393;3.37;1;0
29979;3.78;1;1
87091;4.52;1;0
20413;3.31;1;1
20418;4.0;1;0
33150;3.63;1;0
41445;3.69;1;1
8392;4.0;1;1
20397;3.18;1;1
23618;3.34;1;1
89695;4.05;1;1
20692;3.8;1;1
34196;3.3;1;1
20465;2.7;1;1
20452;3.57;1;1
52148;3.25;1;0
23972;1.89;1;1
152610;2.73;1;0
152615;2.72;1;1
152612;2.72;1;1
11455;2.64;1;0
89507;3.6;1;1
159522;2.75;1;1
45537;2.61;1;1
30652;2.5;1;0
40870;2.5;1;1
28422;6.63;1;1
38241;5.54;1;1
64984;8.5;1;0
21711;6.62;1;0
7128;2.69;1;1
7126;3.78;1;0
64983;8.8;1;1
114939;6.09;1;1
63520;5.45;1;1
63304;5.49;1;1
36400;3.52;1;1
36399;3.19;1;1
36504;3.05;1;0
36403;3.74;1;1
36402;3.55;1;0
36401;4.65;1;1
36404;4.21;1;1
1135;2.29;1;1
1136;2.49;1;1
5032;2.55;1;1
5274;1.98;1;1
5634;2.93;1;1
25820;1.89;1;1
29802;2.35;1;1
7437;1.26;1;1
2126;0.62;1;1
1151;1.2;1;1
1152;0.77;1;1
23132;1.48;1;1
137364;1.89;1;1
1150;1.05;1;1
1149;1.12;1;1
13998;0.56;1;1
169354;1.33;1;0
169353;1.23;1;1
169367;1.46;1;1
52001;1.8;1;1
52002;1.5;1;1
103780;1.77;1;0
11509;0.84;1;1
52124;2.02;1;0
167533;1.71;1;1
167534;2.78;1;0
167535;2.02;1;1
5026;1.64;1;1
3171;2.49;1;1
1145;1.66;1;1
3169;1.95;1;1
204796;2.47;1;1
204792;2.56;1;1
72757;1.87;1;1
1142;1.92;1;1
11568;2.43;1;1
177645;2.59;1;0
113998;2.93;1;1
115072;2.87;1;1
64897;2.38;1;1
167715;3.52;1;1
167716;3.57;1;0
167720;3.93;1;1
167718;3.58;1;1
168172;3.22;1;1
9173;2.99;1;0
14155;1.09;1;0
31022;1.62;1;0
137733;2.39;1;0
204788;1.7;1;1
112557;2.98;1;1
204789;2.56;1;0
204791;3.46;1;1
32873;2.98;1;1
177643;3.52;1;1
176240;2.03;1;1
90090;3.74;1;1
177644;2.59;1;1
90886;2.27;1;1
31021;2.78;1;1
176239;1.91;1;1
31019;2.65;1;1
50903;2.33;1;1
8682;2.99;1;1
36314;1.21;1;1
36311;1.21;1;1
36313;1.21;1;1
36308;1.21;1;1
99921;1.21;1;1
38035;1.21;1;1
13785;1.45;1;1
14220;1.6;1;1
13787;1.66;1;1
39331;1.39;1;1
38780;1.07;1;1
38379;1.0;1;1
38000;2.29;1;1
116096;1.27;1;1
110850;3.16;1;1
137721;3.13;1;1
76736;3.45;1;0
176386;6.48;1;1
87969;5.17;1;0
204521;5.17;1;1
176388;3.82;1;1
124792;3.59;1;1
166456;3.78;1;0
178557;5.17;1;1
176385;4.9;1;1
176383;4.77;1;1
163578;3.42;1;0
164571;3.43;1;1
164589;2.51;1;0
163573;2.34;1;1
204302;3.8;1;1
205326;4.69;1;1
205318;3.9;1;1
204685;5.94;1;1
204683;5.94;1;1
204682;5.94;1;1
204681;5.94;1;1
204679;5.94;1;1
204675;5.94;1;1
204674;5.94;1;1
164588;2.4;1;1
163576;2.38;1;1
187748;4.62;1;0
187746;8.24;1;1
187747;8.48;1;1
187765;5.03;1;1
201769;4.95;1;0
187998;1.81;1;1
187997;1.81;1;0
187994;2.24;1;1
187996;2.14;1;1
187995;2.03;1;1
187993;2.17;1;1
155780;2.77;1;1
158374;2.42;1;1
178618;3.5;1;1
149836;3.69;1;1
151532;3.69;1;1
149838;3.69;1;1
162738;3.5;1;1
57919;2.54;1;1
57915;2.47;1;1
57916;2.86;1;1
60418;2.74;1;1
60414;2.74;1;1
60410;2.74;1;1
57917;2.47;1;1
137433;8.75;1;1
48813;2.78;1;1
122912;3.47;1;1
13057;2.79;1;1
12661;2.79;1;1
145891;3.18;1;1
17054;4.78;1;1
17056;4.78;1;1
14763;1.34;1;1
15909;1.11;1;1
87379;2.2;1;1
87377;2.2;1;1
85022;3.38;1;1
74344;2.99;1;1
149460;1.84;1;1
108714;2.36;1;1
186307;2.35;1;1
149821;4.94;1;1
130486;3.54;1;1
166460;2.62;1;1
14196;1.19;1;1
44174;1.46;1;1
110851;3.11;1;1
85034;3.31;1;1
176381;3.87;1;1
205317;3.9;1;1
127328;4.61;1;1
15925;3.4;1;1
14187;2.09;1;1
44976;2.09;1;1
14165;1.99;1;0
205311;8.07;1;1
205322;5.4;1;1
205321;5.96;1;1
205320;6.17;1;1
103763;6.39;1;0
99738;6.39;1;1
76750;6.39;1;1
186684;6.39;1;1
99737;6.39;1;1
203899;6.39;1;1
176387;6.32;1;1
137436;4.85;1;1
166457;6.1;1;1
77739;5.17;1;1
176384;7.6;1;1
176391;10.99;1;1
48812;5.45;1;1
15929;5.45;1;1
42677;5.45;1;1
44188;5.47;1;1
186048;2.68;1;1
186308;3.02;1;1
155778;3.5;1;0
50215;3.99;1;1
59773;2.48;1;1
42655;6.19;1;1
42678;5.45;1;1
182266;1.95;1;1
182267;1.95;1;1
85040;1.95;1;1
124787;5.84;1;1
111899;3.94;1;1
111895;4.12;1;0
111896;4.12;1;1
150550;10.13;1;1
111900;8.45;1;1
111903;7.62;1;1
178356;9.08;1;1
111901;8.46;1;1
111904;9.95;1;1
99602;6.97;1;1
132383;2.08;1;1
130784;2.08;1;1
99600;6.97;1;1
52246;5.06;1;1
52250;5.06;1;1
52249;5.06;1;1
52251;5.06;1;1
188004;4.73;1;1
45676;3.74;1;0
188003;4.62;1;1
2571;3.93;1;1
2574;4.55;1;1
89337;2.0;1;0
56980;2.77;1;1
31933;1.93;1;1
14692;8.53;1;1
35517;4.94;1;1
13819;8.62;1;1
39945;6.57;1;1
15737;4.83;1;1
60265;7.26;1;1
24545;3.43;1;1
24542;3.33;1;1
24541;3.43;1;1
87093;2.04;1;1
39941;3.51;1;1
2570;4.09;1;1
2568;3.92;1;1
43707;5.15;1;1
29396;1.35;1;1
29134;1.26;1;1
2322;3.14;1;1
39943;3.58;1;1
25034;5.6;1;1
124375;1.4;1;1
45923;2.55;1;0
23179;2.48;1;0
5399;2.09;1;1
3310;1.49;1;0
15022;3.35;1;1
56683;3.57;1;0
25125;2.58;1;1
31714;2.66;1;1
25124;2.84;1;1
12470;2.15;1;1
101506;2.64;1;1
91025;4.49;1;0
162196;1.66;1;0
162380;2.09;1;0
162383;2.59;1;1
107145;4.42;1;1
109112;2.51;1;1
101505;3.91;1;1
93745;2.3;1;1
93742;2.53;1;1
25595;2.42;1;0
25596;2.63;1;1
25589;2.13;1;1
44434;2.04;1;0
44435;2.23;1;0
44436;2.02;1;0
164656;5.75;1;1
40628;3.99;1;1
44808;3.99;1;1
11577;5.4;1;1
93045;4.49;1;1
33215;5.4;1;1
47389;5.79;1;1
52369;5.95;1;1
124467;7.49;1;1
41691;5.49;1;0
33213;5.4;1;1
105181;2.7;1;1
54311;3.27;1;0
54312;3.27;1;0
103281;5.11;1;1
17113;2.16;1;1
76774;6.23;1;1
56889;2.99;1;1
54305;3.34;1;1
1474;1.54;1;1
23180;2.86;1;1
14023;3.99;1;1
37615;0.81;1;1
145130;14.9;1;1
145107;13.95;1;1
124799;10.99;1;1
66365;4.75;1;1
43151;9.93;1;1
35378;12.95;1;1
21232;11.47;1;1
204168;10.42;1;1
35498;4.52;1;1
1465;3.61;1;1
1464;1.2;1;1
86916;1.09;1;1
25049;3.29;1;1
145095;16.35;1;1
47234;10.41;1;1
94489;4.44;1;1
148485;6.72;1;1
2432;0.95;1;1
35503;2.34;1;1
54423;1.85;1;1
1473;1.79;1;1
3387;1.99;1;1
32064;1.65;1;1
36206;1.25;1;1
196267;2.56;1;1
2339;2.39;1;1
196266;3.13;1;1
2337;2.3;1;1
50362;2.66;1;1
50360;2.61;1;1
110566;4.99;1;1
183913;7.49;1;1
198924;3.44;1;1
14211;2.57;1;1
14212;2.56;1;1
14761;4.65;1;1
2336;3.94;1;1
57958;4.55;1;1
19744;1.37;1;1
19743;1.37;1;1
41534;2.6;1;1
66369;2.68;1;1
31926;2.69;1;1
202886;3.71;1;1
86431;2.3;1;1
183854;3.5;1;1
66366;3.52;1;1
66368;3.39;1;1
86432;2.21;1;1
120697;4.19;1;1
186688;3.63;1;1
187986;4.79;1;1
186686;3.63;1;1
163032;3.83;1;0
3365;1.12;1;1
9131;1.12;1;1
13784;1.21;1;1
202884;1.75;1;1
61874;1.6;1;1
32949;1.4;1;1
15908;1.34;1;1
137720;3.51;1;1
42665;1.32;1;1
25808;5.08;1;1
39686;5.08;1;1
9899;7.89;1;1
9898;6.94;1;1
68476;7.14;1;0
68475;8.77;1;1
1637;15.54;1;1
14359;10.37;1;1
44964;6.99;1;1
35008;3.49;1;0
6310;4.1;1;1
42636;4.41;1;1
186752;2.49;1;1
1826;1.3;1;1
39445;2.19;1;0
66793;1.14;1;0
66785;1.2;1;1
56444;1.76;1;0
56464;2.64;1;1
31050;1.54;1;1
2935;1.62;1;0
56468;1.96;1;0
31052;1.46;1;0
182947;2.45;1;0
2931;1.65;1;0
184563;2.05;1;1
2951;1.29;1;0
59564;1.82;1;1
121263;1.82;1;0
27576;2.26;1;1
104324;2.9;1;1
39534;2.36;1;1
78060;1.48;1;1
78154;1.69;1;1
44954;1.14;1;1
44953;1.24;1;1
30901;2.44;1;1
131797;2.49;1;1
52105;3.24;1;1
57767;1.58;1;1
49262;2.83;1;1
49265;3.04;1;0
75986;2.94;1;1
69164;2.69;1;1
23788;3.24;1;1
16031;1.56;1;1
69163;1.75;1;1
14923;2.09;1;1
16033;1.85;1;1
16034;2.45;1;0
81991;2.4;1;0
16029;1.97;1;1
29862;4.29;1;1
20545;1.45;1;1
101618;2.46;1;1
26177;1.52;1;1
30055;1.99;1;1
30056;3.77;1;1
44743;2.36;1;1
92073;2.99;1;1
